,StartStationName,count
4129,陵水大坡,3
4130,余庆汽车站,585
4131,监利中心客运站,3
4132,衡阳中心汽车站,75
4133,四惠长途汽车站,64
4134,寿宁汽车站,5
4135,罗田大别山客运中心,5
4136,靖西客运站,9
4137,吴忠汽车站,76832
4138,沈阳SK汽车客运站,285318
4139,230103032,6
4140,玉环中心站,102709
4141,永康西站,31082
4142,定远汽车站,19
4143,泰宁西站,480
4144,寿张站,1171
4145,宜城汽车客运站,52629
4146,麻章车站,595
4147,怀集县城南客运站,2019
4148,仙庵镇第一招呼站,24
4149,陆川总站,348
4150,儋州白马井,172
4151,广东汕头,2
4152,金霖花园,2
4153,马尔康客运中心,7824
4154,永仁客运站,1
4155,静宁东关汽车站,9095
4156,修水汽车总站,8
4157,尤溪汽车站,2
4158,乡宁县客运中心,786
4159,铜陵汽车站,6253
4160,230123003,1
4161,230421002,1
4162,车桥,19
4163,义乌商贸城客运中心,140028
4164,香樟名都,203
4165,丰田,1
4166,东乡,506
4167,德兴车站(新),238
4168,长阳,76086
4169,温泉,27789
4170,惠州南线汽车客运站,3250
4171,深圳市龙岗布吉客货汽车客运站,811
4172,西乡汽车站,4633
4173,东兰汽车总站,1154
4174,定安富文,35
4175,福建福州市,3
4176,龙江,2
4177,南江广运汽车站(老南中),8856
4178,犍为客运中心站(老城区),142
4179,贵阳客运东站,179348
4180,双流华阳客运中心,58439
4181,(高铁北站)综合客运中心,1485
4182,九寨沟汽车站(县城),1820
4183,丽水客运东站,418
4184,荆门汽车客运北站,4
4185,南充市马市铺车站,396
4186,简阳西门客运站,3
4187,新胜利宾馆,4683
4188,双阳区客运中心站,420
4189,231102001,513
4190,徐州总站,418182
4191,胡庄站,1505
4192,靳桥站,165
4193,义乌南方客运站,9680
4194,水利局,217
4195,富园新村,13
4196,凤凰酒店,2
4197,青原汽车站,4562
4198,台儿庄汽车站,12364
4199,焦作旅游中心站,2297
4200,常德汽车总站,18233
4201,衡阳县汽车站,6
4202,洞口汽车总站,5240
4203,德庆县粤运汽车客运站,6236
4204,中山市益华客运配客中心,773
4205,临高站,24005
4206,成都商贸城车站,5765
4207,安龙汽车站,52626
4208,甘孜县汽车站（康北客运中心）,1287
4209,色达客运站,549
4210,重庆大学城西部新城客运站,32
4211,尼玛县客运站,1826
4212,阿勒泰客运站,115220
4213,昭苏客运站,1387
4214,巴里坤客运站,206
4215,蚌埠,49059
4216,锡林浩特长途汽车站,15387
4217,安图县客运站,18704
4218,启东吕四站,44630
4219,大韩,106
4220,富龙车站,26677
4221,蓬莱,36
4222,漯河恒通站,1290
4223,孝昌,4354
4224,汽车西站维也纳酒店,1
4225,新会汽车客运站,774
4226,前詹镇第二招呼站,39
4227,中山市坦洲金斗湾汽车客运站,1052
4228,珠海拱北城轨站,4
4229,定安黄竹,40
4230,乐东莺歌海,40
4231,昌江霸王岭,2
4232,合江县汽车客运站,16497
4233,南城汽车客运站,26
4234,保康客运站,5
4235,赣州火车站配客点,6
4236,隆安客运总站,1
4237,石河子客运站,342350
4238,白水客运站,207
4239,沙雅运输站,144
4240,侯马汽车西站,13
4241,231225080,1
4242,佳木斯客运总站中山站,13342
4243,宜兴车站,145010
4244,白砂(邮政储蓄),74
4245,来福村,2
4246,唐家庄,4
4247,昌邑汽车站,16609
4248,驻马店中心站,19631
4249,广州从化汽车站,2448
4250,省际总站,8228
4251,文昌秀生桥,2
4252,利川中心客运站,1
4253,常宁市青市汽车站,1
4254,盘县汽车站（城关）,2369
4255,大柴旦汽车站,2538
4256,北屯客运站,35570
4257,230123001,188
4258,朝阳站,63048
4259,邳州新城站,26207
4260,港城车站,1523
4261,玉环楚门站,28802
4262,杏林,6077
4263,新密长途汽车站(西),8995
4264,深圳市宝安公明汽车客运站,13783
4265,靖海镇第二招呼站,18
4266,北栅汽车站,222
4267,珠海马戏酒店,2
4268,文昌龙楼,69
4269,四川巴中市辖区,7
4270,西北部客运站,75
4271,赣州汽车南站,4
4272,惠州汽车客运站,1
4273,隆子县客运站,298
4274,省西安汽车站,235863
4275,麟游客运站,26237
4276,靖边汽车站,713
4277,阿克苏中心客运站,283
4278,丹东,143445
4279,双辽市公路客运总站,7453
4280,依安县客运总站,8186
4281,高邮汽车客运站,117885
4282,芜湖高铁客运站,586
4283,安溪恒兴,11932
4284,佳世客,13582
4285,莱西姜山站,550
4286,青岛海泊河,32429
4287,湘运王江汽车站,12307
4288,惠东县城南客运站,16
4289,肇庆旅游集散中心,16
4290,临高调楼票点,2563
4291,桶井港门,187
4292,长寿晏家西站,61
4293,巴中通江汽车站,31772
4294,镇巴汽车站,1662
4295,广水中心客运站,1
4296,北海和信客运,4
4297,咸阳汽车北站,20804
4298,西乌汽车站,14
4299,法库,20456
4300,新宾客运站,60003
4301,231224001,14
4302,230129001,6
4303,苏州北广场汽车站,376627
4304,常熟滨江站,1716
4305,南京北站,1138
4306,徐州技师,298
4307,富阳客运站,30875
4308,建瓯高铁西站,8
4309,鱼台站,70541
4310,临淄,10027
4311,罗山汽车站,9299
4312,洪江汽车站,2
4313,南县兴盛汽车站,3949
4314,南山汽车站,139
4315,佛山粤运汽车客运站,7175
4316,东莞市谢岗客运站,105
4317,德庆播植站,310
4318,琼海潭门,137
4319,海口(福山),6244
4320,成都汽车总站,995
4321,简阳西门车站,2098
4322,阿坝客运中心,148
4323,荆州客运枢纽站,40
4324,苍南客运北站,120
4325,连江客运站,1
4326,灵丘汽车客运站,1
4327,碧口镇汽车站,351
4328,叶城县客运站,428607
4329,鲅鱼圈区顺通客运公司,90068
4330,龙江县公路客运中心站,31000
4331,五大连池市客运站,3913
4332,崇明站,14458
4333,西溪高速口,90
4334,晋江机场站,137
4335,莱阳中心,62312
4336,莱西,146782
4337,东营东站,6004
4338,滕州站,70472
4339,朝城站,360
4340,安阳客运南站,6102
4341,溆浦汽车站,43
4342,常德南部区域,5
4343,海丰南湖汽车客运站,22266
4344,汕头市潮阳汽车客运站,3536
4345,中山市古镇汽车客运站,2202
4346,|东莞市常平常运汽车客运配客点,19
4347,东方八所站,18754
4348,定安龙湖路口,47
4349,红岗,34
4350,板桥路口,3
4351,泸沽汽车站(泸沽镇),7567
4352,泸定汽车站,6235
4353,康定汽车站,23625
4354,红原汽车站,137
4355,共和汽车站,640
4356,宝鸡汽车站,175411
4357,从江高铁站,19869
4358,中川机场,111930
4359,辽宁省快速汽车客运站,184854
4360,松原市宁江区客运站,8337
4361,靖江汽车站,165580
4362,海门三阳站,1349
4363,新国线黄山风景区汽车站,10
4364,宁化,3018
4365,铅山,105
4366,高唐站,15518
4367,淮阳汽车站,1768
4368,项城长途汽车站(老街),1601
4369,新洲,24913
4370,武当山换乘中心,222
4371,深圳罗湖汽车客运站,1522
4372,海丰梅陇配客站,85
4373,厚街专线车站,103
4374,深圳市龙岗坑梓汽车客运站,65
4375,金秀客运服务站,25
4376,广东吴川,21
4377,额敏客运站,1247278
4378,三水汽车客运站,6
4379,于都汽车站,2
4380,古田汽车西站,3
4381,康乐汽车站,13539
4382,桦甸市公路客运总站,46270
4383,东丰县公路客运总站,16273
4384,辽源仙城客运站,3234
4385,230104013,24
4386,盛泽站,102492
4387,睢宁西站,10139
4388,明光汽车站,3
4389,泉港车站,5618
4390,新桥(漳平),665
4391,泸溪县汽车站,26118
4392,会同汽车站,13282
4393,桂林琴潭汽车客运站,1663
4394,贵港汽车西站,1375
4395,凤山汽车总站,997
4396,儋州铺仔,24
4397,保亭呀诺达,35
4398,二队,1
4399,三亚海棠湾南田,35
4400,乡城长途汽车站,986
4401,达州市汽车南站,509
4402,恩施汽车客运中心站,7
4403,庄浪南站,2274
4404,花北汽车站,77
4405,龙岩汽车站,1
4406,云浮城西客运站,1
4407,通化总站新站,1
4408,232722001,19
4409,延寿客运站,18926
4410,依兰县公路客运服务中心,1924
4411,富裕县公路客运站,505
4412,通河县公路客运站,4893
4413,高新区银河苑,518
4414,如东河口站,1949
4415,龙港客运中心,211118
4416,罗源(高速),10189
4417,上杭汽车站,10804
4418,婺源,2115
4419,潍联客,299583
4420,远安807,1456
4421,靖州汽车站,15144
4422,湘潭长途汽车站,33864
4423,潮州市粤运中心客运站,3591
4424,陆丰汽车客运站,6311
4425,深圳市龙岗大鹏汽车客运站,27
4426,深圳市龙岗大鹏汽车站,4
4427,定安龙门,79
4428,龙里汽车站,172988
4429,丹寨汽车站,4756
4430,田东客运站,5
4431,容桂汽车客运站,2
4432,兰州市汽车南站,84972
4433,临夏汽车站（西站）,25
4434,和田长途站,207
4435,凌源客运站,111487
4436,230204005,3
4437,虹桥长途西站,522042
4438,东海汽车站,65580
4439,如东洋口闸站,2960
4440,钻石酒店,18
4441,濮阳飞龙站,38909
4442,梅川,1701
4443,清远阳山汽车客运站,46609
4444,河源龙川县老隆汽车客运站,11362
4445,海口西站,206982
4446,琼中贝湾,1
4447,四公里交通换乘枢纽,3711
4448,秀山汽车总站,727
4449,大足龙水汽车站,165
4450,石柱汽车站,242
4451,高县城南车站,649
4452,盐亭客运站,4066
4453,高速客运站,75
4454,岢岚汽车站,1
4455,汨罗客运总站,2
4456,滘口汽车客运站,12
4457,延安东站,3973
4458,兰州西站,5081
4459,拜城运输站,222
4460,洮南市公路客运总站,8178
4461,灌云汽车站,41827
4462,海门树勋站,2347
4463,定海盐仓站,197202
4464,赤壁,30192
4465,琼海长坡,64
4466,大方汽车站,8776
4467,建水汽车客运站,2
4468,普宁流沙客运站,13
4469,大庆枢纽站,28
4470,深圳罗湖客运站,9
4471,昭平汽车站,5
4472,清远连南客运站,1
4473,旬阳汽车站（县运司）,41649
4474,镇安客运站,4399
4475,肥东交通汽车站,648
4476,兴城客运站,54274
4477,吉林市客运换乘中心,36480
4478,延吉市客运站,16328
4479,230623002,4
4480,黑河市公路客运总站,19883
4481,尚志市公路客运站,22110
4482,周庄客运站,2896
4483,合肥高铁南站,1
4484,同安后垵,479
4485,宁津县汽车站,16996
4486,咸丰,28954
4487,益阳家润多,1
4488,韶关翁源汽车客运站,13856
4489,电白县二运汽车客运站,1113
4490,沙井中心站,1371
4491,3|海丰鲘门配客点,29
4492,陆丰甲子汽车客运站,1
4493,田阳汽车客运站,5
4494,昌江棋子湾高铁站,70
4495,三亚育才,46
4496,五通桥客运中心,1450
4497,宏基客运站,40
4498,舒兰客运站,7
4499,益华客运配客中心,1
4500,惠安汽车站,2
4501,镇安汽车站,11652
4502,吉木乃客运站,3919
4503,南验讫点,8887
4504,开原市汽车客运站,68451
4505,泰顺客运北站,35675
4506,安海车站,1211
4507,一都车站,287
4508,枫亭,2452
4509,青山汽车客运站,7542
4510,南城汽车站,1251
4511,扶沟汽车站,5030
4512,嵩县汽车站,347
4513,洛阳客运东站,2530
4514,松柏,13331
4515,云梦,260
4516,株洲中心站,35327
4517,文昌烟堆,20
4518,文昌公坡,39
4519,独山汽车站,5240
4520,稻城汽车站,1211
4521,沙井中心客运站,65
4522,石湾汽车客运站,1
4523,灵台汽车站,3245
4524,山阳汽车站,12
4525,托克逊客运站,1689
4526,辽源市公路客运总站,27356
4527,蛟河市公路客运总站,1689
4528,九台区公路客运中心站,6386
4529,齐齐哈尔公路客运枢纽站,1
4530,古田山庄,39
4531,文登站,88095
4532,惠民站,15448
4533,阳江汽车客运站,42437
4534,蕉岭汽车客运站,4946
4535,封开南丰汽车客运站,5849
4536,宝安松岗汽车客运站,308
4537,惠州市惠阳区镇隆金晟客运站,25
4538,全州总站,10
4539,查苗海口,26
4540,广东茂名电白水东,4
4541,武胜汽车站,33547
4542,阆中89队汽车站,325
4543,石渠县汽车站,35
4544,东莞汽车客运北站,4
4545,渭南市客运中心站,31008
4546,宁强汽车站,2
4547,尉犁县客运站,211837
4548,110101001,23
4549,嘉荫县客运站,4974
4550,浦东机场站,107951
4551,南京葛塘站,13
4552,云和客运中心,43290
4553,阜阳汽车西站,18
4554,金井车站,550
4555,北苑丽景,168
4556,吉安县汽车站,63
4557,莱州站,1027
4558,深圳机场汽车客运站,1033
4559,旅游集团,687
4560,金城江城北汽车站,524
4561,海口新海港,205
4562,广东湛江,10
4563,龙滚,2
4564,槐树店地铁站B口,315
4565,萨迦县客运站,961
4566,旬阳客运站,408
